,doi,title,type,journal,date,citations,altmetric,authors,org_led,org_authors,genders,org_genders,first_gender,last_gender,female_authors,male_authors,nonbinary_authors,affiliations,countries
479,10.1017/jog.2021.89,Greenland ice-sheet wide glacier classification based on two distinct seasonal ice velocity behaviors,Journal,Journal of Glaciology,2021-01-01,0.0,11.2,"Saurabh Vijay, Michalea D. King, Ian M. Howat, Anne M. Solgaard, Shfaqat Abbas Khan, Brice Noël",False,Anne Munck Solgaard,"male, female, male, female, male, male",female,male,male,2.0,4.0,0.0,"Institute for Marine and Atmospheric Research, Utrecht, The Ohio State University, Technical University of Denmark, Geological Survey of Denmark and Greenland, Byrd Polar and Climate Research Center","United States, Denmark, Netherlands"
480,10.5194/esurf-8-1021-2020,"Evolution of events before and after the 17 June 2017 rock avalanche at Karrat Fjord, West Greenland - A multidisciplinary approach to detecting and locating unstable rock slopes in a remote Arctic area",Journal,Earth Surface Dynamics,2020-12-08,2.0,14.98,"Kristian Svennevig, Trine Dahl-Jensen, Marie Keiding, John Peter Merryman Boncori, Tine B. Larsen, Sara Salehi, Anne Munck Solgaard, Peter H. Voss",False,Anne Munck Solgaard,"male, female, female, male, female, female, female, male",female,male,male,5.0,3.0,0.0,"Technical University of Denmark, Geological Survey of Denmark and Greenland",Denmark
481,10.34194/GEUSB-201943-02-08,A multidisciplinary approach to landslide monitoring in the Arctic: Case study of the March 2018 ML 1.9 seismic event near the Karrat 2017 landslide,Book Series,Geological Survey of Denmark and Greenland Bulletin,2019-07-01,4.0,1.0,"Kristian Svennevig, Anne Munck Solgaard, Sara Salehi, Trine Dahl-Jensen, John Peter Merryman Boncori, Tine B. Larsen, Peter H. Voss",False,Anne Munck Solgaard,"male, female, female, female, male, female, male",female,male,male,4.0,3.0,0.0,"Technical University of Denmark, Geological Survey of Denmark and Greenland",Denmark
482,10.3390/rs11121407,An integrated view of greenland ice sheet mass changes based on models and satellite observations,Journal,Remote Sensing,2019-06-01,12.0,55.28,"Ruth Mottram, Sebastian B. Simonsen, Synne Høyer Svendsen, Valentina R. Barletta, Louise Sandberg Sørensen, Thomas Nagler, Jan Wuite, Andreas Groh, Martin Horwath, Job Rosier, Anne Solgaard, Christine S. Hvidberg, Rene Forsberg",False,Anne Munck Solgaard,"female, male, female, female, female, male, male, male, male, male, female, female, male",female,female,male,6.0,7.0,0.0,"ENVEO IT GmbH, Technische Universität Dresden, Niels Bohr Institutet, Danmarks Meteorologiske Institut, Sandholt ApS, Technical University of Denmark,  Remote Sensing, TU Delft, Geological Survey of Denmark and Greenland, Department of Geoscience &amp","Denmark, Germany, Netherlands, Austria"
483,10.1029/2018GL081503,Resolving Seasonal Ice Velocity of 45 Greenlandic Glaciers With Very High Temporal Details,Journal,Geophysical Research Letters,2019-02-16,15.0,13.0,"Saurabh Vijay, Shfaqat Abbas Khan, Anders Kusk, Anne M. Solgaard, Twila Moon, Anders Anker Bjørk",False,Anne Munck Solgaard,"male, male, male, female, female, male",female,male,male,2.0,4.0,0.0,"Technical University of Denmark, Geological Survey of Denmark and Greenland, Statens Naturhistoriske Museum, University of Colorado Boulder","United States, Denmark"
484,10.1002/2017GL074368,Highly temporally resolved response to seasonal surface melt of the Zachariae and 79N outlet glaciers in northeast Greenland,Journal,Geophysical Research Letters,2017-10-16,15.0,18.7,"N. M. Rathmann, C. S. Hvidberg, A. M. Solgaard, A. Grinsted, G. H. Gudmundsson, P. L. Langen, K. P. Nielsen, A. Kusk",False,Anne Munck Solgaard,"male, female, female, male, male, male, male, male",female,male,male,2.0,6.0,0.0,"Danmarks Meteorologiske Institut, Niels Bohr Institutet, Technical University of Denmark, Geological Survey of Denmark and Greenland, British Antarctic Survey","United Kingdom, Denmark"
485,10.1016/j.palaeo.2013.09.019,Mountain building and the initiation of the greenland ice sheet,Journal,"Palaeogeography, Palaeoclimatology, Palaeoecology",2013-12-15,19.0,5.0,"Anne M. Solgaard, Johan M. Bonow, Peter L. Langen, Peter Japsen, Christine S. Hvidberg",True,Anne Munck Solgaard,"female, male, male, male, female",female,female,female,2.0,3.0,0.0,"Södertörn University, Danmarks Meteorologiske Institut, Københavns Universitet, Geological Survey of Denmark and Greenland","Sweden, Denmark"
486,10.1007/s00382-012-1305-4,Multistability of the Greenland ice sheet and the effects of an adaptive mass balance formulation,Journal,Climate Dynamics,2012-10-01,12.0,4.0,"Anne M. Solgaard, Peter L. Langen",True,Anne Munck Solgaard,"female, male",female,female,male,1.0,1.0,0.0,Niels Bohr Institutet,Denmark
487,10.1029/2012GL051810,Self-inhibiting growth of the Greenland Ice Sheet,Journal,Geophysical Research Letters,2012-06-28,9.0,,"P. L. Langen, A. M. Solgaard, C. S. Hvidberg",False,Anne Munck Solgaard,"male, female, female",female,male,female,2.0,1.0,0.0,"Danmarks Meteorologiske Institut, Niels Bohr Institutet",Denmark
488,10.3189/002214311798043816,Snapshots of the Greenland ice sheet configuration in the Pliocene to early Pleistocene,Journal,Journal of Glaciology,2011-10-01,12.0,10.894,"Anne M. Solgaard, Niels Reeh, Peter Japsen, Tove Nielsen",True,Anne Munck Solgaard,"female, male, male, female",female,female,female,2.0,2.0,0.0,"Technical University of Denmark, Geological Survey of Denmark and Greenland, Niels Bohr Institutet",Denmark
489,10.1029/2021JF006295,"Time-Domain Reflectometry Measurements and Modeling of Firn Meltwater Infiltration at DYE-2, Greenland",Journal,Journal of Geophysical Research: Earth Surface,2021-10-01,0.0,0.5,"S. Samimi, S. J. Marshall, B. Vandecrux, M. MacFerrin",False,Baptiste Vandecrux,"female, male, male, male",male,female,male,1.0,3.0,0.0,"Geological Survey of Denmark and Greenland, University of Colorado Boulder, Environment Canada, University of Calgary","Canada, United States, Denmark"
490,10.5194/tc-15-4315-2021,Downscaled surface mass balance in Antarctica: Impacts of subsurface processes and large-scale atmospheric circulation,Journal,Cryosphere,2021-09-08,0.0,5.2,"Nicolaj Hansen, Peter L. Langen, Fredrik Boberg, Rene Forsberg, Sebastian B. Simonsen, Peter Thejll, Baptiste Vandecrux, Ruth Mottram",False,Baptiste Vandecrux,"male, male, male, male, male, male, male, female",male,male,female,1.0,7.0,0.0,"Technical University of Denmark, Geological Survey of Denmark and Greenland, Danmarks Meteorologiske Institut, Aarhus Universitet",Denmark
491,10.5194/tc-14-385-2020,Relating regional and point measurements of accumulation in southwest Greenland,Journal,Cryosphere,2020-01-31,0.0,1.25,"Achim Heilig, Olaf Eisen, Martin Schneebeli, Michael Macferrin, C. Max Stevens, Baptiste Vandecrux, Konrad Steffen",False,Baptiste Vandecrux,"male, male, male, male, male, male, male",male,male,male,0.0,7.0,0.0,"WSL - Institut für Schnee- und Lawinenforschung SLF - Davos, Ludwig-Maximilians-Universität München, University of Colorado Boulder, Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung, Eidgenössische Forschungsanstalt für Wald, Schnee und Landschaft WSL, Universität Bremen, Geological Survey of Denmark and Greenland, University of Washington","United States, Denmark, Germany, Switzerland"
492,10.1038/s41586-019-1550-3,Rapid expansion of Greenland’s low-permeability ice slabs,Journal,Nature,2019-09-19,26.0,228.394,"M. MacFerrin, H. Machguth, D. van As, C. Charalampidis, C. M. Stevens, A. Heilig, B. Vandecrux, P. L. Langen, R. Mottram, X. Fettweis, M. R.van den Broeke, W. T. Pfeffer, M. S. Moussavi, W. Abdalati",False,Baptiste Vandecrux,"male, male, male, male, male, male, male, male, female, male, male, male, female, male",male,male,male,2.0,12.0,0.0,"WSL - Institut für Schnee- und Lawinenforschung SLF - Davos, University of Zurich, Institute for Marine and Atmospheric Research, Utrecht, Bavarian Academy of Sciences and Humanities (Bayerische Akademie der Wissenschaften), Ludwig-Maximilians-Universität München, Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung, Danmarks Meteorologiske Institut, University of Colorado Boulder, Université de Liège, Technical University of Denmark, Geological Survey of Denmark and Greenland, University of Fribourg, University of Washington","United States, Belgium, Switzerland, Germany, Denmark, Netherlands"
493,10.3390/rs9111144,Application of low-cost uass and digital photogrammetry for high-resolution snow depth mapping in the Arctic,Journal,Remote Sensing,2017-11-01,26.0,1.25,"Emiliano Cimoli, Marco Marcer, Baptiste Vandecrux, Carl E. Bøggild, Guy Williams, Sebastian B. Simonsen",False,Baptiste Vandecrux,"male, male, male, male, male, male",male,male,male,0.0,6.0,0.0,"University of Tasmania, Technical University of Denmark, Universite Grenoble Alpes, Institute for Marine and Antarctic Studies, Geological Survey of Denmark and Greenland","France, Denmark, Australia"
494,10.1016/j.rse.2021.112732,"The influence of forest fires aerosol and air temperature on glacier albedo, western North America",Journal,Remote Sensing of Environment,2021-12-15,0.0,76.93,"Scott N. Williamson, Brian Menounos",True,Scott Norman Williamson,"male, male",male,male,male,0.0,2.0,0.0,"Hakai Institute, Natural Resources and Environmental Studies Institute",Canada
495,10.1016/j.rse.2020.111858,Comparing simple albedo scaling methods for estimating Arctic glacier mass balance,Journal,Remote Sensing of Environment,2020-09-01,4.0,15.05,"Scott N. Williamson, Luke Copland, Laura Thomson, David Burgess",True,Scott Norman Williamson,"male, male, female, male",male,male,male,1.0,3.0,0.0,"University of Ottawa, Queen’s University, Natural Resources Canada",Canada
496,10.1175/JCLI-D-19-0405.1,"Evidence for elevation-dependent warming in the St. Elias Mountains, Yukon, Canada",Journal,Journal of Climate,2020-03-20,7.0,1.25,"Scott N. Williamson, Christian Zdanowicz, Faron S. Anslow, Garry K.C. Clarke, Luke Copland, Ryan K. Danby, Gwenn E. Flowers, Gerald Holdsworth, Alexander H. Jarosch, David S. Hik",True,Scott Norman Williamson,"male, male, male, male, male, male, female, male, male, male",male,male,male,1.0,9.0,0.0,"Uppsala Universitet, The University of British Columbia, Queen’s University, Simon Fraser University, University of Ottawa, University of Victoria, Arctic Institute of North America, Kufstein","Canada, Sweden, Austria"
497,10.1007/s00442-020-04604-0,Response of barren-ground caribou to advancing spring phenology,Journal,Oecologia,2020-03-01,4.0,12.6,"Conor D. Mallory, Scott N. Williamson, Mitch W. Campbell, Mark S. Boyce",False,Scott Norman Williamson,"male, male, male, male",male,male,male,0.0,4.0,0.0,"University of Ottawa, Government of Nunavut, University of Alberta",Canada
498,10.1080/15230430.2020.1744397,"Climate and surging of Donjek Glacier, Yukon, Canada",Journal,"Arctic, Antarctic, and Alpine Research",2020-01-01,2.0,1.0,"William Kochtitzky, Dominic Winski, Erin McConnell, Karl Kreutz, Seth Campbell, Ellyn M. Enderlin, Luke Copland, Scott Williamson, Brittany Main, Hester Jiskoot",False,Scott Norman Williamson,"male, male, female, male, male, female, male, male, female, female",male,male,female,4.0,6.0,0.0,"University of Maine, Boise State University, University of Northern British Columbia, University of Ottawa, University of Lethbridge","Canada, United States"
499,10.1126/science.aaz7450,Need for mountain weather stations climbs,Journal,Science,2019-11-29,7.0,3.75,"David S. Hik, Scott N. Williamson",False,Scott Norman Williamson,"male, male",male,male,male,0.0,2.0,0.0,"University of Northern British Columbia, Simon Fraser University",Canada
500,10.1038/s41598-018-27348-7,Spring warming in Yukon mountains is not amplified by the snow albedo feedback,Journal,Scientific Reports,2018-12-01,5.0,3.55,"Scott N. Williamson, Faron S. Anslow, Garry K.C. Clarke, John A. Gamon, Alexander H. Jarosch, David S. Hik",True,Scott Norman Williamson,"male, male, male, male, male, male",male,male,male,0.0,6.0,0.0,"The University of British Columbia, University of Victoria, Universität Innsbruck, University of Alberta","Canada, Austria"
501,10.1016/j.rse.2016.11.009,Spring and summer monthly MODIS LST is inherently biased compared to air temperature in snow covered sub-Arctic mountains,Journal,Remote Sensing of Environment,2017-02-01,23.0,,"Scott N. Williamson, David S. Hik, John A. Gamon, Alexander H. Jarosch, Faron S. Anslow, Garry K.C. Clarke, T. Scott Rupp",True,Scott Norman Williamson,"male, male, male, male, male, male, male",male,male,male,0.0,7.0,0.0,"Haskoli Islands, The University of British Columbia, University of Alberta, University of Alaska Fairbanks, University of Victoria","Canada, Iceland, United States"
502,10.1111/gcb.13297,Phenology and species determine growing-season albedo increase at the altitudinal limit of shrub growth in the sub-Arctic,Journal,Global Change Biology,2016-11-01,22.0,33.5,"Scott N. Williamson, Isabel C. Barrio, David S. Hik, John A. Gamon",True,Scott Norman Williamson,"male, female, male, male",male,male,male,1.0,3.0,0.0,"Haskoli Islands, University of Alberta","Canada, Iceland"
503,10.1371/journal.pone.0164143,Moss mediates the influence of shrub species on soil properties and processes in alpine tundra,Journal,PLoS ONE,2016-10-01,7.0,0.75,"C. Guillermo Bueno, Scott N. Williamson, Isabel C. Barrio, Ágústa Helgadóttir, David S. HiK",False,Scott Norman Williamson,"male, male, female, female, male",male,male,male,2.0,3.0,0.0,"Soil Conservation Service of Iceland, Haskoli Islands, University of Alberta, Ökoloogia ja Maateaduste Instituut, Instituto Pirenaico de Ecología","Estonia, Canada, Iceland, Spain"
504,10.1007/s13280-016-0770-0,"Changing Arctic snow cover: A review of recent developments and assessment of future needs for observations, modelling, and impacts",Journal,Ambio,2016-09-01,92.0,11.294,"Stef Bokhorst, Stine Højlund Pedersen, Ludovic Brucker, Oleg Anisimov, Jarle W. Bjerke, Ross D. Brown, Dorothee Ehrich, Richard L.H. Essery, Achim Heilig, Susanne Ingvander, Cecilia Johansson, Margareta Johansson, Ingibjörg Svala Jónsdóttir, Niila Inga, Kari Luojus, Giovanni Macelloni, Heather Mariash, Donald McLennan, Gunhild Ninis Rosqvist, Atsushi Sato, Hannele Savela, Martin Schneebeli, Aleksandr Sokolov, Sergey A. Sokratov, Silvia Terzago, Dagrun Vikhamar-Schuler, Scott Williamson, Yubao Qiu, Terry V. Callaghan",False,Scott Norman Williamson,"male, female, male, male, male, male, female, male, male, female, female, female, female, male, female, male, female, male, female, male, female, male, male, male, female, male, male, male, male",male,male,male,11.0,18.0,0.0,"Consiglio Nazionale delle Ricerche, Lomonosov Moscow State University, Haskoli Islands, Meteorologisk institutt, The University of Sheffield, Chinese Academy of Sciences, Stockholms universitet, Universität Heidelberg, The University of Edinburgh, Institutionen för Naturgeografi och Ekosystemvetenskap, Lunds Universitet, National Research Tomsk Stated University, Uppsala Universitet, Universities Space Research Association, University of Oulu, Kungl. Vetenskapsakademien, Environment Canada, State Hydrological Institute, North-Eastern Federal University, Leavas Sámi Community, Norwegian Institute for Nature Research, Aarhus Universitet, Canadian High Arctic Research Station (CHARS), Istituto Di Fisica Applicata Nello Carrara, Finnish Meteorological Institute, WSL - Institut für Schnee- und Lawinenforschung SLF - Davos, NASA Goddard Space Flight Center, The University Centre in Svalbard, University of Alberta, State Organization of Yamal-Nenets Autonomous District, Universitetet i Bergen, National Research Institute for Earth Science and Disaster Resilience, Vrije Universiteit Amsterdam, Institute of Plant and Animal Ecology, Group on Earth Observations, UiT The Arctic University of Norway","China, Sweden, United States, Norway, Italy, Iceland, Switzerland, Russian Federation, Japan, Finland, Germany, Canada, United Kingdom, Denmark, Netherlands"
