,doi,title,type,journal,date,citations,altmetric,authors,org_led,org_authors,genders,org_genders,first_gender,last_gender,female_authors,male_authors,nonbinary_authors,affiliations,countries
132,10.3390/rs12020234,The determination of snow albedo from satellite measurements using fast atmospheric correction technique,Journal,Remote Sensing,2020-01-01,6.0,18.25,"Alexander Kokhanovsky, Jason E. Box, Baptiste Vandecrux, Kenneth D. Mankoff, Maxim Lamare, Alexander Smirnov, Michael Kern",False,"Baptiste Vandecrux, Kenneth David Mankoff, Jason E. Box","male, male, male, male, male, male, male","male, male, male",male,male,0.0,7.0,0.0,"VITROCISET, NASA Goddard Space Flight Center, Science Systems and Applications, Inc. (SSAI), CNRM Centre National de Recherches Météorologiques, Geological Survey of Denmark and Greenland, ESTEC - European Space Research and Technology Centre","France, United States, Germany, Denmark, Netherlands"
133,10.3390/rs11192280,Retrieval of snow properties from the Sentinel-3 Ocean and Land Colour Instrument,Journal,Remote Sensing,2019-10-01,20.0,17.9,"Alexander Kokhanovsky, Maxim Lamare, Olaf Danne, Carsten Brockmann, Marie Dumont, Ghislain Picard, Laurent Arnaud, Vincent Favier, Bruno Jourdain, Emmanuel Le Meur, Biagio Di Mauro, Teruo Aoki, Masashi Niwano, Vladimir Rozanov, Sergey Korkin, Sepp Kipfstuhl, Johannes Freitag, Maria Hoerhold, Alexandra Zuhr, Diana Vladimirova, Anne Katrine Faber, Hans Christian Steen-Larsen, Sonja Wahl, Jonas K. Andersen, Baptiste Vandecrux, Dirk van As, Kenneth D. Mankoff, Michael Kern, Eleonora Zege, Jason E. Box",False,"Kenneth David Mankoff, Baptiste Vandecrux, Jason E. Box","male, male, male, male, female, male, male, male, male, male, male, male, male, male, male, male, male, female, female, female, female, male, female, male, male, male, male, male, female, male","male, male, male",male,male,7.0,23.0,0.0,"Università degli Studi di Milano-Bicocca, Universitetet i Bergen, Universität Potsdam, Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung, Københavns Universitet, Japan Meteorological Agency, CNRM Centre National de Recherches Météorologiques, Universities Space Research Association, VITROCISET Belgium SPRL, CNRS Centre National de la Recherche Scientifique, National Institute of Polar Research, Brockmann Consult GmbH, Universität Bremen, Geological Survey of Denmark and Greenland, B. I. Stepanov Institute of Physics, ESTEC - European Space Research and Technology Centre","France, Belarus, United States, Norway, Japan, Germany, Italy, Denmark, Netherlands"
134,10.1016/j.polar.2018.11.008,The urgency of Arctic change,Journal,Polar Science,2019-09-01,60.0,161.18,"James Overland, Edward Dunlea, Jason E. Box, Robert Corell, Martin Forsius, Vladimir Kattsov, Morten Skovgård Olsen, Janet Pawlak, Lars Otto Reiersen, Muyin Wang",False,Jason E. Box,"male, male, male, male, male, male, male, female, male, male",male,male,male,1.0,9.0,0.0,"NOAA Pacific Marine Environmental Laboratory, Global Environment and Technology Foundation, Voeikov Main Geophysical Observatory, Joint Institute for the Study of the Atmosphere and Ocean, Danish Ministry of Energy, AMAP Secretariat, Geological Survey of Denmark and Greenland, Finnish Environment Institute, UiT The Arctic University of Norway","United States, Norway, Russian Federation, Finland, Denmark"
135,10.34194/GEUSB-201943-01-01,Sea-level rise in Denmark: Bridging local reconstructions and global projections,Book Series,Geological Survey of Denmark and Greenland Bulletin,2019-07-01,0.0,40.65,"William Colgan, Jason E. Box, Sofia Ribeiro, Kristian K. Kjeldsen",True,"Kristian Kjellerup Kjeldsen, William Colgan, Sofia Ribeiro, Jason E. Box","male, male, female, male","male, male, female, male",male,male,1.0,3.0,0.0,Geological Survey of Denmark and Greenland,Denmark
136,10.1088/1748-9326/aafc1b,Key indicators of Arctic climate change: 1971-2017,Journal,Environmental Research Letters,2019-04-08,160.0,1276.97,"Jason E. Box, William T. Colgan, Torben Røjle Christensen, Niels Martin Schmidt, Magnus Lund, Frans Jan W. Parmentier, Ross Brown, Uma S. Bhatt, Eugénie S. Euskirchen, Vladimir E. Romanovsky, John E. Walsh, James E. Overland, Muyin Wang, Robert W. Corell, Walter N. Meier, Bert Wouters, Sebastian Mernild, Johanna Mård, Janet Pawlak, Morten Skovgård Olsen",True,"William Colgan, Jason E. Box","male, male, male, male, male, male, male, female, female, male, male, male, male, male, male, male, male, female, female, male","male, male",male,male,4.0,16.0,0.0,"University of Miami, NOAA Pacific Marine Environmental Laboratory, Global Environment and Technology Foundation, Institute for Marine and Atmospheric Research, Utrecht, Delft University of Technology, Nansen Environmental and Remote Sensing Center, Universidad de Magallanes, Institutionen för Naturgeografi och Ekosystemvetenskap, Lunds Universitet, Universitetet i Oslo, Uppsala Universitet, Environment Canada, University of Alaska Fairbanks, University of Colorado Boulder, Aarhus Universitet, University of Washington, Arctic Monitoring and Assessment Program (AMAP) Secretariat, Danish Ministry of Energy, The Norwegian Institute of Bioeconomy Research, Geological Survey of Denmark and Greenland, Western Norway University of Applied Sciences, UiT The Arctic University of Norway",", Sweden, United States, Norway, Chile, Canada, Denmark, Netherlands"
137,10.1029/2018JD029619,Evidence of Isotopic Fractionation During Vapor Exchange Between the Atmosphere and the Snow Surface in Greenland,Journal,Journal of Geophysical Research: Atmospheres,2019-03-27,16.0,0.75,"M. V. Madsen, H. C. Steen-Larsen, M. Hörhold, J. Box, S. M.P. Berben, E. Capron, A. K. Faber, A. Hubbard, M. F. Jensen, T. R. Jones, S. Kipfstuhl, I. Koldtoft, H. R. Pillar, B. H. Vaughn, D. Vladimirova, D. Dahl-Jensen",False,Jason E. Box,"male, male, male, male, male, female, female, male, male, male, male, male, female, male, female, female",male,male,female,5.0,11.0,0.0,"Universitetet i Bergen, University of Manitoba, Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung, Københavns Universitet, Aberystwyth University, University of Colorado Boulder, The University of Texas at Austin, Geological Survey of Denmark and Greenland, Bjerknes Centre for Climate Research, British Antarctic Survey, UiT The Arctic University of Norway","United States, Norway, Germany, Canada, United Kingdom, Denmark"
138,10.1088/1748-9326/aaf665,An integrated index of recent pan-Arctic climate change,Journal,Environmental Research Letters,2019-03-11,10.0,20.0,"James E. Overland, Muyin Wang, Jason E. Box",False,Jason E. Box,"male, male, male",male,male,male,0.0,3.0,0.0,"Geological Survey of Denmark and Greenland, University of Washington, NOAA Pacific Marine Environmental Laboratory","United States, Denmark"
139,10.5194/tc-13-845-2019,Firn data compilation reveals widespread decrease of firn air content in western Greenland,Journal,Cryosphere,2019-03-11,17.0,76.48,"Baptiste Vandecrux, Michael MacFerrin, Horst MacHguth, William T. Colgan, Dirk Van As, Achim Heilig, C. Max Stevens, Charalampos Charalampidis, Robert S. Fausto, Elizabeth M. Morris, Ellen Mosley-Thompson, Lora Koenig, Lynn N. Montgomery, Clément Miège, Sebastian B. Simonsen, Thomas Ingeman-Nielsen, Jason E. Box",True,"William Colgan, Baptiste Vandecrux, Jason E. Box, Robert Schjøtt Fausto","male, male, male, male, male, male, male, male, male, female, female, female, female, male, male, male, male","male, male, male, male",male,male,4.0,13.0,0.0,"University of Zurich, Ludwig-Maximilians-Universität München, Bavarian Academy of Sciences and Humanities (Bayerische Akademie der Wissenschaften), University of Colorado Boulder, Technical University of Denmark, Scott Polar Research Institute, Rutgers University–New Brunswick, Geological Survey of Denmark and Greenland, Byrd Polar and Climate Research Center, University of Fribourg, University of Washington","United States, Switzerland, Germany, United Kingdom, Denmark"
140,10.1175/2019BAMSStateoftheClimate.1,State of the climate in 2018,Journal,Bulletin of the American Meteorological Society,2019-01-01,34.0,44.68,"M. Ades, R. Adler, Laura S. Aldeco, G. Alejandra, Eric J. Alfaro, Vannia Aliaga-Nestares, Richard P. Allan, Rob Allan, Lincoln M. Alves, Jorge A. Amador, J. K. Andersen, John Anderson, Derek S. Arndt, C. Arosio, Kevin Arrigo, César Azorin-Molina, M. Yu Bardin, Jonathan Barichivich, Sandra Barreira, Stephen Baxter, H. E. Beck, Andreas Becker, Gerald D. Bell, Nicolas Bellouin, M. Belmont, Angela Benedetti, Imme Benedict, G. H. Bernhard, Paul Berrisford, David I. Berry, Lynette Bettio, U. S. Bhatt, B. K. Biskaborn, Peter Bissolli, Kevin L. Bjella, J. K. Bjerke, Eric S. Blake, Stephen Blenkinsop, Jessica Blunden, Olivier Bock, Michael G. Bosilovich, Olivier Boucher, J. E. Box, Tim Boyer, Geir Braathen, Francis G. Bringas, David H. Bromwich, Alrick Brown, R. Brown, Timothy J. Brown, S. A. Buehler, Luis Cáceres, Blanca Calderón, Suzana J. Camargo, Jayaka D. Campbell, Diego A. Campos Diaz, J. Cappelen, Laura Carrea, Seth B. Carrier, Brendan R. Carter, Anabel Y. Castro, Ivona Cetinic, Don P. Chambers, Lin Chen, Lijing Cheng, Vincent Y.S. Cheng, Hanne H. Christiansen, John R. Christy, E. S. Chung, Federico Claus, Kyle R. Clem, Caio A.S. Coelho, Melanie Coldewey-Egbers, Steve Colwell, Owen R. Cooper, Cathy Cosca, Curt Covey, Lawrence Coy, Cristina P. Dávila, Sean M. Davis, Elvira de Eyto, Richard A.M. de Jeu, Jos De Laat, B. Decharme, Curtis L. Degasperi, Doug Degenstein, Mesut Demircan, C. Derksen, K. R. Dhurmea, Larry Di Girolamo, Howard J. Diamond, Eliecer Diaz, Fransisco A. Diniz, Ed J. Dlugokencky, Kathleen Dohan, Martin T. Dokulil, A. Johannes Dolman, Catia M. Domingues, Ricardo Domingues, Markus G. Donat",False,Jason E. Box,"male, male, female, male, male, male, male, male, male, male, male, male, male, male, male, male, male, male, female, male, male, male, male, male, male, female, male, male, male, male, female, female, male, male, male, male, male, male, female, male, male, male, male, male, male, male, male, male, male, male, male, male, female, female, male, male, male, female, male, male, female, female, male, female, male, male, female, male, male, male, male, male, female, male, male, female, male, male, female, male, female, male, male, male, male, male, male, male, male, male, male, male, male, male, female, male, male, female, male, male",male,male,male,19.0,81.0,0.0,"CSIC-GV-UV - Centro de Investigaciones sobre Desertificación, Universität Innsbruck, National Institute of Water and Atmospheric Research, New Zealand, Universidad de Costa Rica, Seychelles National Meteorological Services, Marine Institute Ireland, University of South Florida St. Petersburg, Universities Space Research Association, Newcastle University, Instituto Geofisico del Peru, WMO RA VI Regional Climate Centre on Climate Monitoring, University of Maryland, College Park, Dirección Meteorológica de Chile, Met Office, Lamont-Doherty Earth Observatory, Instituto Nacional de Pesquisas Espaciais, Instituto de Hidrología de Meteorología y Estudios Ambientales de Colombia (IDEAM), VanderSat B.V., Byrd Polar and Climate Research Center, Institute of Atmospheric Physics Chinese Academy of Sciences, Joint Institute for the Study of the Atmosphere and Ocean, Hampton University, Ministerio de Defensa República Argentina, NOAA Atlantic Oceanographic and Meteorological Laboratory, Mauritius Meteorological Services, University of Colorado Boulder, Centro Nacional de Supercomputación,  Technology, University of Reading, Norwegian Institute for Nature Research, Institute of Earth, Ocean, and Atmospheric Sciences, Deutsches Zentrum fur Luft- Und Raumfahrt, NOAA/NESDIS National Centers for Environmental Information,  Research, Lawrence Livermore National Laboratory, Biospherical Instruments, Inc., Institute for Marine and Antarctic Studies, Royal Netherlands Meteorological Institute, Institute for Basic Science, Daejeon, University of Saskatchewan, European Centre for Medium-Range Weather Forecasts, Servicio Nacional de Meteorología e Hidrología del Perú, National Oceanic and Atmospheric Administration, Wageningen University &amp, Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung, Danmarks Meteorologiske Institut, Universität Hamburg, King County Water and Land Resources Division, Göteborgs Universitet, Environment Canada, University of Alaska Fairbanks, Sorbonne Universite, Cold Regions Research and Engineering Laboratory, National Hurricane Center, Pontificia Universidad Católica de Valparaíso, Universität Bremen, Institute of Geography, Russian Academy of Sciences, Geological Survey of Denmark and Greenland, Argentine Naval Hydrographic Service, University of Illinois Urbana-Champaign, The University of the West Indies, Princeton University, Instituto Nacional de Meteorología e Hidrología de Ecuador, Turkish State Meteorological Service, Stanford University, Desert Research Institute, Earth and Space Research, Deutscher Wetterdienst, World Meteorological Organization, Nanjing University of Information Science &amp, Institut de Physique du Globe de Paris, Instituto Nacional de Metrologia, The University of Alabama in Huntsville, British Antarctic Survey, Bureau of Meteorology Australia, NASA Goddard Space Flight Center, The University Centre in Svalbard, CNRM Centre National de Recherches Météorologiques, National Oceanography Centre Southampton, Vrije Universiteit Amsterdam, Servisâo Nacional de Meteorología e Hidrología del Perú","China, Jamaica, South Korea, Switzerland, Argentina, Russian Federation, Germany, Mauritius, Brazil, Sweden, France, India, Chile, Spain, Ireland, Peru, Norway, Colombia, Canada, Denmark, Australia, Costa Rica, United States, Austria, Turkey, Ecuador, United Kingdom, Netherlands, New Zealand"
141,10.3389/fmicb.2019.01366,Bacterial dynamics in supraglacial habitats of the Greenland ice sheet,Journal,Frontiers in Microbiology,2019-01-01,10.0,6.95,"Miranda Jane Nicholes, Christopher James Williamson, Martyn Tranter, Alexandra Holland, Ewa Poniecka, Marian Louise Yallop, Alexandre Anesio, Liane Benning, Jim McQuaid, Stefanie Lutz, Jenine McCutcheon, Andy Hodson, Edward Hanna, Tristam Irvine-Fynn, Joseph Cook, Jonathan Bamber, Andrew Tedstone, Jason Box, Marek Stibal",False,Jason E. Box,"female, male, male, female, female, male, male, female, male, female, female, male, male, male, male, male, male, male, male",male,female,male,6.0,13.0,0.0,"Cardiff University, University of Bristol, Aarhus Universitet","United Kingdom, Denmark"
142,10.1088/1748-9326/aaf2ed,Global sea-level contribution from Arctic land ice: 1971-2017,Journal,Environmental Research Letters,2018-12-01,34.0,373.09,"Jason E. Box, William T. Colgan, Bert Wouters, David O. Burgess, Shad O'Neel, Laura I. Thomson, Sebastian H. Mernild",True,"William Colgan, Jason E. Box","male, male, male, male, male, female, male","male, male",male,male,1.0,6.0,0.0,"Universiteit Utrecht, Queen’s University, Natural Resources Canada, Geological Survey of Denmark and Greenland, Nansen Environmental and Remote Sensing Center, Universidad de Magallanes, Western Norway University of Applied Sciences, United States Geological Survey","United States, Norway, Chile, Canada, Denmark, Netherlands"
143,10.1038/s41467-018-03353-2,Dark zone of the Greenland Ice Sheet controlled by distributed biologically-active impurities,Journal,Nature Communications,2018-12-01,50.0,439.234,"Jonathan C. Ryan, Alun Hubbard, Marek Stibal, Tristram D. Irvine-Fynn, Joseph Cook, Laurence C. Smith, Karen Cameron, Jason Box",False,Jason E. Box,"male, male, male, male, male, female, female, male",male,male,male,2.0,6.0,0.0,"The University of Sheffield, Aberystwyth University, Institute of Biological, Environmental and Rural Sciences, University of California, Los Angeles, Geological Survey of Denmark and Greenland, Brown University, Charles University, UiT The Arctic University of Norway","United States, Norway, Denmark, United Kingdom, Czech Republic"
144,10.1029/2018GL079787,Surface Meltwater Impounded by Seasonal Englacial Storage in West Greenland,Journal,Geophysical Research Letters,2018-10-16,24.0,157.132,"A. K. Kendrick, D. M. Schroeder, W. Chu, T. J. Young, P. Christoffersen, J. Todd, S. H. Doyle, J. E. Box, A. Hubbard, B. Hubbard, P. V. Brennan, K. W. Nicholls, L. B. Lok",False,Jason E. Box,"male, male, female, male, male, male, male, male, male, male, male, male, male",male,male,male,1.0,12.0,0.0,"University of St Andrews, University College London, Stanford University, Aberystwyth University, Scott Polar Research Institute, Geological Survey of Denmark and Greenland, British Antarctic Survey, UiT The Arctic University of Norway","United Kingdom, Norway, Denmark, United States"
145,10.1029/2017JF004597,Drivers of Firn Density on the Greenland Ice Sheet Revealed by Weather Station Observations and Modeling,Journal,Journal of Geophysical Research: Earth Surface,2018-10-01,13.0,27.78,"B. Vandecrux, R. S. Fausto, P. L. Langen, D. van As, M. MacFerrin, W. T. Colgan, T. Ingeman-Nielsen, K. Steffen, N. S. Jensen, M. T. Møller, J. E. Box",True,"William Colgan, Robert Schjøtt Fausto, Baptiste Vandecrux, Jason E. Box","male, male, male, male, male, male, male, male, male, male, male","male, male, male, male",male,male,0.0,11.0,0.0,"University of Colorado Boulder, Danmarks Meteorologiske Institut, Eidgenössische Forschungsanstalt für Wald, Schnee und Landschaft WSL, Technical University of Denmark, Geological Survey of Denmark and Greenland","United States, Denmark, Switzerland"
146,,State of the climate in 2017,Journal,Bulletin of the American Meteorological Society,2018-08-01,41.0,,"R. Abernethy, Steven A. Ackerman, R. Adler, Adelina Albanil Encarnación, Laura S. Aldeco, Eric J. Alfaro, Vannia Aliaga-Nestares, Richard P. Allan, Rob Allan, Lincoln M. Alves, Jorge A. Amador, John Anderson, L. M. Andreassen, Anthony Argüez, C. Armitage, Derek S. Arndt, Grinia Avalos, César Azorin-Molina, Julián Báez, M. Yu Bardin, Jonathan Barichivich, Molly O. Baringer, Sandra Barreira, Stephen Baxter, H. E. Beck, Andreas Becker, Kristopher M. Bedka, Carolina Behe, Gerald D. Bell, Nicolas Bellouin, M. Belmont, Angela Benedetti, G. H. Bernhard, Paul Berrisford, David I. Berry, U. S. Bhatt, Peter Bissolli, J. Bjerke, Eric S. Blake, Stephen Blenkinsop, Jessica Blunden, K. Bolmgren, Michael G. Bosilovich, Olivier Boucher, Marilú Bouchon, J. E. Box, Tim Boyer, Geir O. Braathen, David H. Bromwich, R. Brown, S. Buehler, Olga N. Bulygina, D. Burgess, Blanca Calderón, Suzana J. Camargo, Ethan C. Campbell, Jayaka D. Campbell, J. Cappelen, Laura Carrea, Brendan R. Carter, Anabel Castro, Don P. Chambers, Lijing Cheng, Hanne H. Christiansen, John R. Christy, E. S. Chung, Kyle R. Clem, Caio A.S. Coelho, Melanie Coldewey-Egbers, Steve Colwell, Owen R. Cooper, L. Copland, Carol Costanza, Curt Covey, Lawrence Coy, T. Cronin, Jake Crouch, Luis Cruzado, Raychelle Daniel, Sean M. Davis, S. G. Davletshin, Elvira De Eyto, Richard A.M. De Jeu, Jacqueline L. De La Cour, Jos De Laat, Curtis L. De Gasperi, Doug Degenstein, P. Deline, Mesut Demircan, C. Derksen, Boris Dewitte, R. Dhurmea, Larry Di Girolamo, Howard J. Diamond, C. Dickerson, Ed J. Dlugokencky, Kathleen Dohan, Martin T. Dokulil, A. Johannes Dolman, Catia M. Domingues",False,Jason E. Box,"male, male, male, female, female, male, male, male, male, male, male, male, female, male, male, male, male, male, male, male, male, female, female, male, male, male, male, female, male, male, male, female, male, male, male, female, male, male, male, male, female, male, male, male, male, male, male, male, male, male, male, female, male, female, female, male, male, male, female, male, female, male, male, female, male, male, male, male, female, male, male, male, female, male, male, male, male, male, male, male, male, female, male, female, male, male, male, male, male, male, male, male, male, male, male, male, female, male, male, female",male,male,female,21.0,79.0,0.0,"Universidad Católica Nuestra Señora de la Asunción, Universität Innsbruck, Institut Pierre Simon Laplace, University of Virginia, Cooperative Institute for Meteorological Satellite Studies, Seychelles National Meteorological Services, Universidad de Costa Rica, Marine Institute Ireland, University of South Florida St. Petersburg, ARC Centre of Excellence for Climate System Science, Newcastle University, The Woodland Trust, Instituto del Mar del Peru, University of Maryland, College Park, Center for Climate and Resilience Research (CR)2, NASA Langley Research Center, Met Office, Sveriges lantbruksuniversitet, CNES Centre National d'Etudes Spatiales, University of Ottawa, Lamont-Doherty Earth Observatory, Instituto Nacional de Pesquisas Espaciais, Global Science and Technology, Inc., Russian Academy of Sciences, Byrd Polar and Climate Research Center, Institute of Atmospheric Physics Chinese Academy of Sciences, Hampton University, Rosenstiel School of Marine and Atmospheric Science, Ministerio de Defensa República Argentina, Université Savoie Mont Blanc, NOAA Atlantic Oceanographic and Meteorological Laboratory, Mauritius Meteorological Services, University of Colorado Boulder, University of Reading, Norwegian Institute for Nature Research, Institute of Earth, Ocean, and Atmospheric Sciences, Geological Survey of Canada, EODC GmbH, Deutsches Zentrum fur Luft- Und Raumfahrt, University of Washington School of Oceanography, Universidad Austral de Chile, Lawrence Livermore National Laboratory, Institute for Marine and Antarctic Studies, University of Wisconsin-Madison, Royal Netherlands Meteorological Institute, University of Saskatchewan, European Centre for Medium-Range Weather Forecasts, Servicio Nacional de Meteorología e Hidrología del Perú, National Oceanic and Atmospheric Administration, Danmarks Meteorologiske Institut, NOAA National Environmental Satellite, Data and Information Service, Universität Hamburg, Universidad Católica del Norte, King County Water and Land Resources Division, Göteborgs Universitet, Environment Canada, University of Alaska Fairbanks, National Hurricane Center, Institute of Geography, Russian Academy of Sciences, Geological Survey of Denmark and Greenland, Biospherical Instruments, Argentine Naval Hydrographic Service, United States Geological Survey, University of Illinois Urbana-Champaign, The University of the West Indies, Princeton University, Turkish State Meteorological Service, NOAA Earth System Research Laboratory, All-Russian Research Institute of Hydrometeorological Information - World Data Center, Earth and Space Research, Deutscher Wetterdienst, World Meteorological Organization, Inuit Circumpolar Council of Alaska, The Pew Charitable Trusts, The University of Alabama in Huntsville, British Antarctic Survey, University of Washington, NASA Goddard Space Flight Center, The University Centre in Svalbard, National Meteorological Service of Mexico, National Oceanography Centre Southampton, Vrije Universiteit Amsterdam, Norges vassdrags- og energidirektorat","China, Jamaica, Switzerland, Argentina, Russian Federation, Germany, Mexico, Mauritius, France, Sweden, Brazil, Chile, Ireland, Peru, Norway, Seychelles, Canada, Denmark, Australia, Costa Rica, United States, Paraguay, Austria, Turkey, United Kingdom, Netherlands"
147,10.3389/feart.2018.00105,Editorial: Melt Water Retention Processes in Snow and Firn on Ice Sheets and Glaciers: Observations and Modeling,Journal,Frontiers in Earth Science,2018-07-30,0.0,0.25,"Horst Machguth, Jason E. Box, Robert S. Fausto, William Tad Pfeffer",False,"Robert Schjøtt Fausto, Jason E. Box","male, male, male, male","male, male",male,male,0.0,4.0,0.0,"Geological Survey of Denmark and Greenland, University of Colorado Boulder, University of Fribourg","United States, Denmark, Switzerland"
148,10.5194/tc-12-2371-2018,On the reflectance spectroscopy of snow,Journal,Cryosphere,2018-07-20,23.0,23.0,"Alexander Kokhanovsky, Maxim Lamare, Biagio Di Mauro, Ghislain Picard, Laurent Arnaud, Marie Dumont, François Tuzet, Carsten Brockmann, Jason E. Box",False,Jason E. Box,"male, male, male, male, male, female, male, male, male",male,male,male,1.0,8.0,0.0,"Università degli Studi di Milano-Bicocca, CEN Centre d'Etudes de la Neige, Institut des Géosciences de l'Environnement (IGE), Brockmann Consult GmbH, Vitrociset PEG, Geological Survey of Denmark and Greenland","France, Italy, Denmark, Germany"
149,10.1073/pnas.1809300115,Erratum: Direct measurements of meltwater runoff on the Greenland ice sheet surface (Proceedings of the National Academy of Sciences of the United States of America (2017) 114 (E10622-E10631) DOI: 10.1073/pnas.1707743114),Journal,Proceedings of the National Academy of Sciences of the United States of America,2018-06-26,1.0,0.25,"Laurence C. Smith, Kang Yang, Lincoln H. Pitcher, Brandon T. Overstreet, Vena W. Chu, Åsa K. Rennermalm, Jonathan C. Ryan, Matthew G. Cooper, Colin J. Gleason, Marco Tedesco, Jeyavinoth Jeyaratnam, Dirk Van As, Michiel R. Van Den Broeke, Willem Jan Van De Berg, Brice Noël, Peter L. Langen, Richard I. Cullather, Bin Zhao, Michael J. Willis, Alun Hubbard, Jason E. Box, Brittany A. Jenner, Alberto E. Behar",False,Jason E. Box,"female, male, male, male, female, female, male, male, male, male, male, male, male, male, male, male, male, male, male, male, male, female, male",male,female,male,4.0,19.0,0.0,None,None
150,10.3389/feart.2018.00051,A snow density dataset for improving surface boundary conditions in Greenland ice sheet firn modeling,Journal,Frontiers in Earth Science,2018-05-07,19.0,19.08,"Robert S. Fausto, Jason E. Box, Baptiste Vandecrux, Dirk van As, Konrad Steffen, Michael J. Macferrin, Horst Machguth, William Colgan, Lora S. Koenig, Daniel McGrath, Charalampos Charalampidis, Roger J. Braithwaite",True,"Baptiste Vandecrux, Robert Schjøtt Fausto, William Colgan, Jason E. Box","male, male, male, male, male, male, male, male, female, male, male, male","male, male, male, male",male,male,1.0,11.0,0.0,"The University of Manchester, University of Zurich, ETH Zürich, Bavarian Academy of Sciences and Humanities (Bayerische Akademie der Wissenschaften), University of Colorado Boulder, Eidgenössische Forschungsanstalt für Wald, Schnee und Landschaft WSL, Ecole Polytechnique Fédérale de Lausanne, Technical University of Denmark, Geological Survey of Denmark and Greenland, Colorado State University, University of Fribourg","United States, Switzerland, Germany, United Kingdom, Denmark"
151,10.5194/tc-12-1511-2018,Simulating ice thickness and velocity evolution of Upernavik Isstrøm 1849-2012 by forcing prescribed terminus positions in ISSM,Journal,Cryosphere,2018-04-25,8.0,13.25,"Konstanze Haubner, Jason E. Box, Nicole J. Schlegel, Eric Y. Larour, Mathieu Morlighem, Anne M. Solgaard, Kristian K. Kjeldsen, Signe H. Larsen, Eric Rignot, Todd K. Dupont, Kurt H. Kjær",False,"Kristian Kjellerup Kjeldsen, Anne Munck Solgaard, Signe Hillerup Larsen, Jason E. Box","female, male, female, male, male, female, male, female, male, male, male","male, female, female, male",female,male,4.0,7.0,0.0,"Miami University, Jet Propulsion Laboratory, Niels Bohr Institutet, Technical University of Denmark, Statens Naturhistoriske Museum, Geological Survey of Denmark and Greenland, University of California, Irvine","United States, Denmark"
152,10.1038/s41598-018-21307-y,Erratum: Author Correction: Volcanic influence on centennial to millennial Holocene Greenland temperature change (Scientific reports (2017) 7 1 (1441)),Journal,Scientific reports,2018-03-06,1.0,,"Takuro Kobashi, Laurie Menviel, Aurich Jeltsch-Thömmes, Bo M. Vinther, Jason E. Box, Raimund Muscheler, Toshiyuki Nakaegawa, Patrik L. Pfister, Michael Döring, Markus Leuenberger, Heinz Wanner, Atsumu Ohmura",False,Jason E. Box,"male, female, male, male, male, male, male, male, male, male, male, male",male,male,male,1.0,11.0,0.0,"ETH Zürich, Meteorological Research Institute, ARC Centre of Excellence for Climate System Science, University of Bern, UNSW Sydney, Lunds Universitet, Niels Bohr Institutet, Geological Survey of Denmark and Greenland, Renewable Energy Institute","Sweden, Switzerland, Japan, Denmark, Australia"
153,10.1002/2017GL075601,Greenland-Wide Seasonal Temperatures During the Last Deglaciation,Journal,Geophysical Research Letters,2018-02-28,56.0,14.5,"C. Buizert, B. A. Keisling, J. E. Box, F. He, A. E. Carlson, G. Sinclair, R. M. DeConto",False,Jason E. Box,"male, male, male, male, male, male, male",male,male,male,0.0,7.0,0.0,"Geological Survey of Denmark and Greenland, University of Massachusetts Amherst, Oregon State University, University of Wisconsin-Madison","United States, Denmark"
154,10.1002/2017JF004529,"Physical Conditions of Fast Glacier Flow: 1. Measurements From Boreholes Drilled to the Bed of Store Glacier, West Greenland",Journal,Journal of Geophysical Research: Earth Surface,2018-02-01,24.0,10.65,"S. H. Doyle, B. Hubbard, P. Christoffersen, T. J. Young, C. Hofstede, M. Bougamont, J. E. Box, A. Hubbard",False,Jason E. Box,"male, male, male, male, male, male, male, male",male,male,male,0.0,8.0,0.0,"Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung, Aberystwyth University, Scott Polar Research Institute, Geological Survey of Denmark and Greenland, British Antarctic Survey, UiT The Arctic University of Norway","United Kingdom, Norway, Germany, Denmark"
155,10.1029/2017JF004408,Application of PROMICE Q-Transect in situ accumulation and ablation measurements (2000-2017) to constrain mass balance at the southern tip of the Greenland ice sheet,Journal,Journal of Geophysical Research: Earth Surface,2018-01-01,12.0,101.61,"Mauro Hermann, Jason E. Box, Robert S. Fausto, William T. Colgan, Peter L. Langen, Ruth Mottram, Jan Wuite, Brice Noël, Michiel R. van den Broeke, Dirk van As",False,"William Colgan, Robert Schjøtt Fausto, Jason E. Box","male, male, male, male, male, female, male, male, male, male","male, male, male",male,male,1.0,9.0,0.0,"ETH Zürich, ENVEO IT GmbH, Institute for Marine and Atmospheric Research, Utrecht, Danmarks Meteorologiske Institut, Geological Survey of Denmark and Greenland","Switzerland, Denmark, Netherlands, Austria"
